Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire,SHROPSHIRE COUNCIL,07/06/2013,37069.63,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,24/06/2013,1312,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,24/06/2013,1697.28,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,24/06/2013,1504,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,03/06/2013,180,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,03/06/2013,180,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,03/06/2013,200,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,07/06/2013,1068,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,24/06/2013,1584,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire,WORCESTERSHIRE COUNTY COUNCIL,07/06/2013,11580,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,AT BROWN (COACHES) LTD,24/06/2013,1059.85,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,10/06/2013,2295,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,KLM TRAVEL,06/06/2013,1921,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS DRIVEN,25/06/2013,360,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire,ARRIVA MIDLANDS NORTH LIMITED,07/06/2013,2930.16,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,25/06/2013,480,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,24/06/2013,3570,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,25/06/2013,320,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,25/06/2013,320,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,25/06/2013,340,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,25/06/2013,340,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,25/06/2013,170,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,25/06/2013,255,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,24/06/2013,1955.84,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,25/06/2013,340,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,24/06/2013,346.8,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAF,Transport-Related Expenditure,Transport Contractors,ARRIVA MIDLANDS NORTH LIMITED,07/06/2013,6387,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAF,Transport-Related Expenditure,Contract Hire,ARRIVA MIDLANDS NORTH LIMITED,07/06/2013,10000,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAF,Transport-Related Expenditure,Transport Contractors,ARRIVA MIDLANDS NORTH LIMITED,07/06/2013,4812.61,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAF,Transport-Related Expenditure,Transport Contractors,ARRIVA MIDLANDS NORTH LIMITED,07/06/2013,6402.42,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAF,Transport-Related Expenditure,Transport Contractors,M H ELCOCK & SON LTD T/A ELCOCK REISEN,14/06/2013,3482.4,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,137.01,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,106.71,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,187.5,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,129.77,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,156.95,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,191.62,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,345.43,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,118.48,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,199.1,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,158.26,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,155.4,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,104.07,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Servicing & Repairs V&P,P LEEK COMMERCIAL REPAIRS LTD,04/06/2013,142.5,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,136.23,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,141.56,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,207.5,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,242.82,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,162.18,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,202.41,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,254.42,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,125.94,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,108.41,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,166.18,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,195.59,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,156.49,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,150.18,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,278.85,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,185.52,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,179.46,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,166.73,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,254.51,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,322.56,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,141.58,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,114.22,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,181.57,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,146.33,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,166.07,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,239.15,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,246.61,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,161.02,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,235.16,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Outside Hire,DAYS RENTAL,17/06/2013,224,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,102.02,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,162.05,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,129.97,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,140.16,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,267.98,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,141.16,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,289.47,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,230.72,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,102.42,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,115.1,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,193.39,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,152.17,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,194.62,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,241.6,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,255.26,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,250.51,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,154.97,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,27/06/2013,106.95,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,200.15,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,223.51,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAG,Transport-Related Expenditure,Fuel,SHELL UK LTD,10/06/2013,105.6,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),28/06/2013,134.75,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Comp Hardware (Purch / Hire),BNP PARIBAS LEASE GROUP,05/06/2013,117.99,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Equipment - Purchase,SETON LIMITED,19/06/2013,241.15,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Supplies & Services,Equipment - Hire,Logical Transport Ltd,24/06/2013,14375,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,SHELL UK LTD,10/06/2013,1163.68,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAH,Transport-Related Expenditure,Outside Hire,SHELL UK LTD,27/06/2013,477.29,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",HRAH,Supplies & Services,Sub Contractors,Boots The Chemist,19/06/2013,393.75,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",HRAH,Supplies & Services,Sub Contractors,Staffordshire & Stoke-On-Trent Partnership NHS trust,03/06/2013,62269.83,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",HRAH,Supplies & Services,Sub Contractors,Boots The Chemist,14/06/2013,141.75,,,,,,,,
Family & Cohesion Services,"Placements, Commissioning & Transport",JPAB,Supplies & Services,Computer Software (Maint),WREKIN SERVICES LTD,04/06/2013,175.51,,,,,,,,
"Finance, Audit & Information Governance",Audit & Information Governance,BAAA,Employees,Staff Training,CIPFA BUSINESS LTD,14/06/2013,245,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,14/06/2013,11090.91,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,10/06/2013,14892.8,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,28/06/2013,16207.08,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,MAAC,Employees,Agency Supply Costs,COMENSURA LTD,21/06/2013,16933.17,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,WINDOW & DOOR CONTRACT SERVICES,17/06/2013,3100,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/06/2013,3498,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/06/2013,3599,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,18/06/2013,5398,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/06/2013,3600,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/06/2013,2400,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/06/2013,6800,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/06/2013,3200,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/06/2013,3600,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/06/2013,2400,,,,,,,,
"Finance, Audit & Information Governance",Corporate Codes,YFBG,Premises-Related Expenditure,R&M -Building Other,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/06/2013,1499,,,,,,,,
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAB,Supplies & Services,Other Expenses,BOTTOMLINE TECHNOLOGIES,06/06/2013,1647.08,,,,,,,,
"Finance, Audit & Information Governance",Employment Services & Purchase Ledger,FEAC,Employees,Recruitment Interview,DISCLOSURE & BARRING SERVICE,13/06/2013,8518,,,,,,,,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,10/06/2013,3834.24,,,,,,,,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,10/06/2013,272.35,,,,,,,,
"Finance, Audit & Information Governance",Finance,FHAB,Supplies & Services,Other Services,ALLPAY.NET LIMITED,10/06/2013,850.49,,,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Capital & Infrastructure based Services),FFAA,Transport-Related Expenditure,Tax,RSM Tenon Limited,17/06/2013,780,,,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs,AAT,18/06/2013,131,,,,,,,,
"Finance, Audit & Information Governance",Finance Manager (Schools & Care Services),FFAH,Employees,Professional Subs,AAT,03/06/2013,131,,,,,,,,
Health and Wellbeing,Children Services,HRAA,Supplies & Services,Computer Recharge,EXPERIAN LTD,21/06/2013,5869.42,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,28/06/2013,130,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Alere Uk Holdings Ltd,03/06/2013,134.95,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Alere Uk Holdings Ltd,03/06/2013,124.95,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,21/06/2013,190,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,21/06/2013,399.31,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Alere Uk Holdings Ltd,03/06/2013,124.95,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Alere Uk Holdings Ltd,03/06/2013,-134.95,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,03/06/2013,120,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,03/06/2013,190,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,03/06/2013,254.06,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,28/06/2013,383.27,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,28/06/2013,394.29,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Service Contracts,Alere Uk Holdings Ltd,03/06/2013,124.95,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,14/06/2013,330,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,14/06/2013,165.06,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,14/06/2013,1749.3,,,,,,,,
Health and Wellbeing,Children Services,HRAE,Supplies & Services,Equipment - Purchase,Alere Uk Holdings Ltd,28/06/2013,452.56,,,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAA,Supplies & Services,Room Hire,AFC TELFORD UNITED,17/06/2013,182.2,,,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAA,Supplies & Services,Room Hire,ABRAHAM DARBY ACADEMY,03/06/2013,160.8,,,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAB,Supplies & Services,Other Services,LOCAL GOVERNMENT ASSOCIATION,27/06/2013,265,,,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAB,Supplies & Services,Other Services,LOCAL GOVERNMENT ASSOCIATION,27/06/2013,265,,,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAB,Supplies & Services,Subscriptions,THE NATIONAL ASSOCIATION OF COUNCILLORS,05/06/2013,864,,,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAB,Supplies & Services,Subscriptions,West Midlands Employers,05/06/2013,7250,,,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAB,Supplies & Services,Other Services,LOCAL GOVERNMENT ASSOCIATION,18/06/2013,215,,,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAB,Transport-Related Expenditure,Travelling Expenses General,CENTRAL TAXIS LTD SHREWSBURY,24/06/2013,330,,,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BDAE,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,28/06/2013,571.04,,,,,,,,
"Law, Democracy & Public Protection",Democratic Services,BSAA,Supplies & Services,Photography,LIGHTSOURCE AV,13/06/2013,400,,,,,,,,
"Law, Democracy & Public Protection",Governance,MAAF,Premises-Related Expenditure,Other,SHREWSBURY & TELFORD HOSPITAL NHS TRUST,10/06/2013,4596,,,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,05/06/2013,224,,,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,20/06/2013,168,,,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,26/06/2013,192,,,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAE,Supplies & Services,Computer Software (Maint),DIAMOND PEOPLE LIMITED,20/06/2013,180,,,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAE,Supplies & Services,Other Services,PRP LEISURE LTD,11/06/2013,368,,,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAE,Transport-Related Expenditure,"Fees, Plating / Mot's",VIP-SYSTEMS LIMITED,07/06/2013,107.67,,,,,,,,
"Law, Democracy & Public Protection","Health, Safety & Resilience",DEAE,Transport-Related Expenditure,Travelling Expenses General,EXPOTEL HOTEL RESERVATIONS LIMITED,28/06/2013,105.37,,,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Publications,Thomson Reuters,10/06/2013,-937.5,,,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Publications,LEXIS NEXIS,10/06/2013,485,,,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Publications,LEXIS NEXIS,27/06/2013,-5304,,,,,,,,
"Law, Democracy & Public Protection",Legal Services,BLAB,Supplies & Services,Mobile Phones,ORANGE PCS LTD,19/06/2013,135,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAA,Employees,Staff Training,TRINITY COLLEGE LONDON,11/06/2013,630,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAA,Supplies & Services,Artistes Fees,BIRMINGHAM REPERTORY THEATRE LIMITED,14/06/2013,5000,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Advertising,3S PRINT & DISPLAY LIMITED,20/06/2013,190,,,,,,,,
Neighbourhood & Leisure Services,Arts & Culture,LCAD,Supplies & Services,Equipment - Purchase,CLARITY RETAIL SYSTEMS LTD,25/06/2013,395,,,,,,,,
