Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Commercial Services,Sport & Leisure,Supplies & Services,Photocopying,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),11/07/2018,168.08
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Travelling Expenses General,LAKESIDE COACHES LIMITED,11/07/2018,280
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Travelling Expenses General,MINSTERLEY MOTORS SERVICES LTD,23/07/2018,475
Commercial Services,Sport & Leisure,Supplies & Services,Health & Safety Expenses,CHALLENGE COURSE CONSULTANCY,17/07/2018,3660
Commercial Services,Sport & Leisure,Supplies & Services,Items For Resale,Genesis UK.com ltd,18/07/2018,439
Commercial Services,Sport & Leisure,Supplies & Services,Instructors Fees,CHRIS HUGHES MULTI ACTIVITY SERVICES LTD,11/07/2018,440
Commercial Services,Sport & Leisure,Supplies & Services,Sport Equip - Purchase,THE OUTDOORS COMPANY,23/07/2018,1077.09
Commercial Services,Sport & Leisure,Supplies & Services,Sport Equip - Purchase,THE OUTDOORS COMPANY,23/07/2018,151.13
Commercial Services,Sport & Leisure,Supplies & Services,Sport Equip - Purchase,THE OUTDOORS COMPANY,23/07/2018,138.88
Commercial Services,Sport & Leisure,Supplies & Services,Other Services,Associated Liver Launderettes Ltd,17/07/2018,143.4
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,11/07/2018,791.35
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,31/07/2018,243.22
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,17/07/2018,337.99
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,17/07/2018,911.4
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,17/07/2018,302.24
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,11/07/2018,285.71
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,11/07/2018,268.05
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,11/07/2018,799.45
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,11/07/2018,154.93
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,11/07/2018,579.6
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,11/07/2018,1076.14
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,23/07/2018,508.13
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,25/07/2018,756.72
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Castell Howell Foods Ltd,11/07/2018,285.71
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Travelling Expenses General,Tanat Valley Coaches & Motors,17/07/2018,586
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Travelling Expenses General,Tanat Valley Coaches & Motors,17/07/2018,394
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Travelling Expenses General,Birch Travel,31/07/2018,400
Commercial Services,Sport & Leisure,Employees,Agency Supply Costs,Stedychefs Limited,17/07/2018,510
Commercial Services,Sport & Leisure,Employees,Agency Supply Costs,Stedychefs Limited,17/07/2018,629.2
Commercial Services,Sport & Leisure,Supplies & Services,Sport Equip - Purchase,Safeclimb (prev Applied Trading Ltd),30/07/2018,1140.21
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Vehicle Parts,Safeclimb (prev Applied Trading Ltd),30/07/2018,380
Commercial Services,Sport & Leisure,Supplies & Services,Instructors Fees,CHRIS HUGHES MULTI ACTIVITY SERVICES LTD,12/07/2018,1230.62
Commercial Services,Sport & Leisure,Supplies & Services,Instructors Fees,CHRIS HUGHES MULTI ACTIVITY SERVICES LTD,30/07/2018,632.5
Commercial Services,Sport & Leisure,Supplies & Services,Equipment - Purchase,Gwynedd Maps,12/07/2018,160.69
Commercial Services,Sport & Leisure,Supplies & Services,Payment Of Income Collected,ABRAHAM DARBY ACADEMY,06/07/2018,5546.5
Commercial Services,Sport & Leisure,Supplies & Services,Items For Resale,SWIM ENGLAND TRADING LIMITED,24/07/2018,216.2
Commercial Services,Sport & Leisure,Supplies & Services,Items For Resale,SWIMRITE SUPPLIES LIMITED,19/07/2018,159.72
Commercial Services,Sport & Leisure,Supplies & Services,Performing Rights Fees,PPL PRS Ltd,13/07/2018,678.2
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,229.48
Commercial Services,Sport & Leisure,Supplies & Services,Equipment - Purchase,Gym Repair Services,21/07/2018,146.15
Commercial Services,Sport & Leisure,Supplies & Services,Performing Rights Fees,PPL PRS Ltd,13/07/2018,624.75
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,463.54
Commercial Services,Sport & Leisure,Supplies & Services,Licences,Les Mills Fitness UK Ltd,06/07/2018,689.85
Commercial Services,Sport & Leisure,Supplies & Services,Licences,Les Mills Fitness UK Ltd,06/07/2018,689.85
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,1408.32
Commercial Services,Sport & Leisure,Supplies & Services,Licences,PPL PRS Ltd,13/07/2018,5007.08
Commercial Services,Sport & Leisure,Supplies & Services,Equipment - Purchase,MK Enterprises,12/07/2018,990.15
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,25/07/2018,129.68
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,25/07/2018,112.13
Commercial Services,Sport & Leisure,Supplies & Services,Licences,PPL PRS Ltd,13/07/2018,126.53
Commercial Services,Sport & Leisure,Supplies & Services,Equipment - Purchase,REDACTED PERSONAL ,12/07/2018,180.72
Commercial Services,Sport & Leisure,Premises-Related Expenditure,R&M - Mechanical,AMER SPORTS UK LTD,10/07/2018,105
Commercial Services,Sport & Leisure,Supplies & Services,Licences,Les Mills Fitness UK Ltd,10/07/2018,495.77
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,1452.1
Commercial Services,Sport & Leisure,Supplies & Services,Performing Rights Fees,PPL PRS Ltd,13/07/2018,3320.16
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,313.64
Commercial Services,Sport & Leisure,Supplies & Services,Equipment - Purchase,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,24/07/2018,144
Commercial Services,Sport & Leisure,Supplies & Services,Equipment - Purchase,Broxap Ltd,03/07/2018,434.25
Commercial Services,Sport & Leisure,Supplies & Services,Advertising,FORCES & CORPORATE PUBLISHING LTD,03/07/2018,350
Commercial Services,Sport & Leisure,Supplies & Services,Marketing & Publicity,PS Events and Entertainment Limited,24/07/2018,7480
Commercial Services,Sport & Leisure,Supplies & Services,Flex Charges,Verifone UK Limited,25/07/2018,276.07
Commercial Services,Sport & Leisure,Supplies & Services,Flex Charges,Verifone UK Limited,10/07/2018,429
Commercial Services,Sport & Leisure,Supplies & Services,Flex Charges,OMNICO GROUP UK LTD,26/07/2018,1245.65
Commercial Services,Sport & Leisure,Supplies & Services,Registration / Licence Fees,Cascade3D,24/07/2018,541.5
Commercial Services,Sport & Leisure,Supplies & Services,Registration / Licence Fees,Cascade3D,24/07/2018,947
Commercial Services,Sport & Leisure,Supplies & Services,Licences,Les Mills Fitness UK Ltd,16/07/2018,268.25
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,259.34
Commercial Services,Sport & Leisure,Supplies & Services,Licences,PPL PRS Ltd,13/07/2018,1061.23
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,534.72
Commercial Services,Sport & Leisure,Supplies & Services,Licences,PPL PRS Ltd,13/07/2018,971.69
Commercial Services,Sport & Leisure,Supplies & Services,Equipment - Purchase,Rangeball UK LTD,06/07/2018,1080
Commercial Services,Sport & Leisure,Supplies & Services,Equipment - Hire,Fairway Wheels,19/07/2018,270
Commercial Services,Sport & Leisure,Supplies & Services,Licences,PPL PRS Ltd,13/07/2018,393.92
Commercial Services,Sport & Leisure,Premises-Related Expenditure,R&M WC Planned,AMENITY LAND SERVICES LTD T/A MAXWELL AMENITY LTD,06/07/2018,2179
Commercial Services,Sport & Leisure,Premises-Related Expenditure,R&M WC Planned,AMENITY LAND SERVICES LTD T/A MAXWELL AMENITY LTD,06/07/2018,1200
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Servicing & Repairs V&P,CENTRAL CROPSPRAYER SERVICES,30/07/2018,502.5
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Servicing & Repairs V&P,CHARLIES STORES LTD,30/07/2018,257.47
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Servicing & Repairs V&P,CHARLIES STORES LTD,30/07/2018,167.15
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Servicing & Repairs V&P,CHARLIES STORES LTD,06/07/2018,440.09
Commercial Services,Sport & Leisure,Transport-Related Expenditure,Servicing & Repairs V&P,PIRTEK SHROPSHIRE,06/07/2018,113.38
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,09/07/2018,841.49
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,02/07/2018,148.03
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,16/07/2018,133.52
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,06/07/2018,138.51
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,06/07/2018,175.27
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,20/07/2018,128.1
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,BIKOLD,20/07/2018,188.46
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Handmade Speciality Products Ltd,25/07/2018,158.42
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Handmade Speciality Products Ltd,03/07/2018,228.53
Commercial Services,Sport & Leisure,Supplies & Services,Payment Of Income Collected,REDACTED PERSONAL ,13/07/2018,116.9
Commercial Services,Sport & Leisure,Third Party Payments,Contribution To Other La's,PS PROMOTIONS LTD,13/07/2018,540
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,107.78
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,868.94
Commercial Services,Sport & Leisure,Supplies & Services,Licences,PPL PRS Ltd,13/07/2018,1079.06
Commercial Services,Sport & Leisure,Premises-Related Expenditure,Hire Of Rooms,COSY HALL,16/07/2018,148.5
Commercial Services,Sport & Leisure,Premises-Related Expenditure,Hire Of Rooms,COSY HALL,16/07/2018,165
Commercial Services,Sport & Leisure,Premises-Related Expenditure,Hire Of Rooms,COSY HALL,16/07/2018,148.5
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,430.52
Commercial Services,Sport & Leisure,Supplies & Services,Equipment - Purchase,RLSS Direct,26/07/2018,318.75
Commercial Services,Sport & Leisure,Supplies & Services,Items For Resale,SWIM ENGLAND TRADING LIMITED,26/07/2018,244.4
Commercial Services,Sport & Leisure,Supplies & Services,Items For Resale,SWIM ENGLAND TRADING LIMITED,13/07/2018,240.5
Commercial Services,Sport & Leisure,Premises-Related Expenditure,Swimming Pool Chemicals,BRENNTAG UK LIMITED,30/07/2018,232.78
Commercial Services,Sport & Leisure,Supplies & Services,Sport Equip - Purchase,Life Fitness UK Ltd,17/07/2018,121.17
Commercial Services,Sport & Leisure,Employees,Staff Training,FIT4TRAINING LTD,27/07/2018,910
Commercial Services,Sport & Leisure,Supplies & Services,Licences,Les Mills Fitness UK Ltd,16/07/2018,897.02
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,2171.32
Commercial Services,Sport & Leisure,Supplies & Services,Licences,PPL PRS Ltd,13/07/2018,7691.96
Commercial Services,Sport & Leisure,Supplies & Services,Financial Services,DEBIT FINANCE COLLECTIONS (DFC) ,20/07/2018,511.16
Commercial Services,Sport & Leisure,Supplies & Services,Items For Resale,SWIM ENGLAND TRADING LIMITED,17/07/2018,483.5
Commercial Services,Sport & Leisure,Supplies & Services,Items For Resale,SWIMRITE SUPPLIES LIMITED,06/07/2018,1079.2
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,11/07/2018,976.65
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,30/07/2018,3500
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,30/07/2018,1427.07
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,disc zoo ltd,30/07/2018,800
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,disc zoo ltd,12/07/2018,1350
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,24/07/2018,300
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,24/07/2018,144.88
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,WREKIN SERVICES LTD,24/07/2018,200
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,Abaris International,12/07/2018,2205.88
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,Technical Outdoor Solutions Ltd,12/07/2018,18360
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,Technical Outdoor Solutions Ltd,10/07/2018,2722.34
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,Morris Property Ltd,20/07/2018,56279.1
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,Blakedown Sport & Play Ltd,27/07/2018,257891.58
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,Morris Property Ltd,16/07/2018,157578.84
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,Soiltechnics,18/07/2018,10552
Commercial Services,Sport & Leisure,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,18/07/2018,450
Co-Operative Council,Community Participation,Supplies & Services,Conference Expenses,BRITISH YOUTH COUNCIL,06/07/2018,600
Co-Operative Council,Community Participation,Supplies & Services,Grants To Voluntary Organis,STIRCHLEY & BROOKSIDE PARISH COUNCIL (NON PRECEPT),20/07/2018,500
Co-Operative Council,Community Participation,Supplies & Services,Grants To Voluntary Organis,The Gower Heritage And Enterprise Group,06/07/2018,12500
Co-Operative Council,Community Participation,Supplies & Services,Grants To Voluntary Organis,STIRCHLEY & BROOKSIDE PARISH COUNCIL (NON PRECEPT),23/07/2018,2500
Co-Operative Council,Community Participation,Supplies & Services,Grants To Voluntary Organis,DONNINGTON PARTNERSHIP,23/07/2018,2500
Co-Operative Council,Community Participation,Supplies & Services,Grants To Voluntary Organis,PARK LANE CENTRE,23/07/2018,2500
Co-Operative Council,Community Participation,Supplies & Services,Grants To Voluntary Organis,Sutton Hill Community Trust,24/07/2018,2500
Co-Operative Council,Organisational Development & Delivery,Employees,Staff Training,CHARTERED INST OF PERSONNEL DEVELOPMENT,03/07/2018,159
Co-Operative Council,Organisational Development & Delivery,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,04/07/2018,471.25
Co-Operative Council,Organisational Development & Delivery,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,04/07/2018,139.95
Co-Operative Council,Organisational Development & Delivery,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,04/07/2018,222.3
Co-Operative Council,Organisational Development & Delivery,Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,04/07/2018,161.7
Co-Operative Council,Organisational Development & Delivery,Employees,Staff Training,SHROPSHIRE PARTNERS IN CARE LTD,20/07/2018,186.67
Co-Operative Council,Organisational Development & Delivery,Employees,Staff Training,SHROPSHIRE PARTNERS IN CARE LTD,20/07/2018,180
Co-Operative Council,Organisational Development & Delivery,Employees,Staff Training,West Midlands Employers,30/07/2018,9240
Co-Operative Council,Organisational Development & Delivery,Employees,Staff Training,West Midlands Employers,18/07/2018,14425
Co-Operative Council,Organisational Development & Delivery,Employees,Staff Training,Fox & Associates T/A Strengthening Practice,19/07/2018,4075
Co-Operative Council,Organisational Development & Delivery,Employees,Staff Training,Bond Solon Training Ltd,03/07/2018,3400
Co-Operative Council,Organisational Development & Delivery,Capital Expenditure,Computer Software,LIQUIDLOGIC LIMITED,05/07/2018,21000
Customer & Neighbourhood Services,Benefits & Customer Services,Supplies & Services,Other Services,Old Park Services Ltd T/A Reviive,16/07/2018,141.67
Customer & Neighbourhood Services,Benefits & Customer Services,Supplies & Services,Other Services,Kings of the Road,24/07/2018,425
Customer & Neighbourhood Services,Benefits & Customer Services,Supplies & Services,Other Services,Kings of the Road,24/07/2018,395
Customer & Neighbourhood Services,Benefits & Customer Services,Supplies & Services,Other Services,Kings of the Road,10/07/2018,345
Customer & Neighbourhood Services,Benefits & Customer Services,Supplies & Services,Other Services,Kings of the Road,05/07/2018,495
Customer & Neighbourhood Services,Benefits & Customer Services,Supplies & Services,Stationery,CAPITA IT SERVICES LIMITED,25/07/2018,500
Customer & Neighbourhood Services,Benefits & Customer Services,Supplies & Services,Stationery,CAPITA IT SERVICES LIMITED,25/07/2018,750
Customer & Neighbourhood Services,Benefits & Customer Services,Supplies & Services,Stationery,JACOBS,19/07/2018,155
Customer & Neighbourhood Services,Benefits & Customer Services,Third Party Payments,Private Contractors,NORTHGATE PUBLIC SERVICES (UK) LTD,24/07/2018,4533.44
Customer & Neighbourhood Services,Benefits & Customer Services,Third Party Payments,Private Contractors,NORTHGATE PUBLIC SERVICES (UK) LTD,05/07/2018,4725.38
Customer & Neighbourhood Services,Benefits & Customer Services,Supplies & Services,Blue Badge Production,NORTHGATE PUBLIC SERVICES (UK) LTD,19/07/2018,1563
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,PayPoint Network Limited,24/07/2018,259
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,PayPoint Network Limited,10/07/2018,162
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,PayPoint Network Limited,30/07/2018,239
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,PayPoint Network Limited,16/07/2018,135
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,PayPoint Network Limited,05/07/2018,192
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,10/07/2018,210
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,10/07/2018,535
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,10/07/2018,265
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,10/07/2018,135
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,10/07/2018,350
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,10/07/2018,210
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,26/07/2018,225
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Discretionary Award,DAWLEY BARGAIN CENTRE,26/07/2018,265
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Discretionary Award,DAWLEY BARGAIN CENTRE,26/07/2018,165
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,DAWLEY BARGAIN CENTRE,10/07/2018,330
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,A W HOLDINGS,19/07/2018,409
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,A W HOLDINGS,30/07/2018,718
Customer & Neighbourhood Services,Benefits & Customer Services,Supplies & Services,Furniture - Purchase,ONLINE ERGONOMICS LTD,23/07/2018,601.62
Customer & Neighbourhood Services,Benefits & Customer Services,Third Party Payments,Blue Badge Assessments,ACCESS INDEPENDENT,20/07/2018,1188
Customer & Neighbourhood Services,Benefits & Customer Services,Transfer Payments,Crisis Assistance Awards,Kings of the Road,17/07/2018,245
Customer & Neighbourhood Services,Benefits & Customer Services,Third Party Payments,Private Contractors,Euclid Limited,10/07/2018,501.27
Customer & Neighbourhood Services,Communications & Marketing,Employees,Staff Training,UNIVERSITY OF WOLVERHAMPTON,16/07/2018,669
Customer & Neighbourhood Services,Communications & Marketing,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,31/07/2018,243
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,23/07/2018,190
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Premises-Related Expenditure,R&M -Buildings DLO Charge,SECURITY WISE LTD,18/07/2018,160
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Supplies & Services,Emergency Provisions for Young People,STAY TELFORD XC SUPPORTED HOUSE,18/07/2018,300
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Supplies & Services,Other Services,West Mercia Police & Crime Commissioner,27/07/2018,5000
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Premises-Related Expenditure,Leasehold Rents,REDACTED PERSONAL ,20/07/2018,600
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Premises-Related Expenditure,General Rents,THE WREKIN HOUSING TRUST (INVOICES ONLY),16/07/2018,1749.02
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Premises-Related Expenditure,Leasehold Rents,GPS Property Shropshire LLP,20/07/2018,600
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Premises-Related Expenditure,Leasehold Rents,Northwood (Hereford) Ltd,20/07/2018,610
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Third Party Payments,Childminders,CHILDCARE SOS,03/07/2018,324
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Third Party Payments,Childminders,CHILDCARE SOS,18/07/2018,162
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Supplies & Services,Equipment - Purchase,CHILDCARE SOS,18/07/2018,432
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Employees,Other Training,"Shropshire Languages Society ""Speaking together""",03/07/2018,314
Customer & Neighbourhood Services,"Community Safety, Cohesion & Environmental Enforement",Employees,Other Training,"Shropshire Languages Society ""Speaking together""",03/07/2018,300
Customer & Neighbourhood Services,Customer & Registrars Services,Premises-Related Expenditure,Grounds Maintenance - Wood,Limetree Landscape Services and Nurseries Limited,26/07/2018,380
Customer & Neighbourhood Services,Customer & Registrars Services,Supplies & Services,Systems Procurement,NEOPOST LTD ,02/07/2018,600
Customer & Neighbourhood Services,Customer & Registrars Services,Premises-Related Expenditure,Grounds Maintenance - Wood,Limetree Landscape Services and Nurseries Limited,26/07/2018,380
Customer & Neighbourhood Services,Customer & Registrars Services,Supplies & Services,Subscriptions,ICCM,26/07/2018,310
Customer & Neighbourhood Services,Customer & Registrars Services,Supplies & Services,Other Services,C J WILLIAMS FUNERAL SERVICES,23/07/2018,450
Customer & Neighbourhood Services,Customer & Registrars Services,Capital Expenditure,Payments to Contractor,Rushford Blue Consulting Limited,05/07/2018,4590
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Supplies & Services,Other Services,HILBRAE PETS HOTEL,31/07/2018,1134.5
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Supplies & Services,Other Services,OAKVILLE VETERINARY SURGERY,13/07/2018,277.5
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Third Party Payments,Private Contractors,PHS GROUP,23/07/2018,630
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Third Party Payments,Private Contractors,PHS GROUP,04/07/2018,262.99
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Third Party Payments,Private Contractors,PHS GROUP,04/07/2018,234.72
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Third Party Payments,Private Contractors,FITZGERALD CONTRACTORS LTD,13/07/2018,218.22
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Employees,Other Employee Costs,TELFORD & WREKIN SERVICES LTD,13/07/2018,2124.54
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Employees,Other Employee Costs,TELFORD & WREKIN SERVICES LTD,13/07/2018,2124.54
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Third Party Payments,Private Contractors,NOBRIDGE LTD,02/07/2018,466
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Premises-Related Expenditure,Planned Repairs,PUMP & PLANT SERVICES LTD,26/07/2018,1452.75
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Third Party Payments,Private Contractors,APSE (MANCHESTER),31/07/2018,500
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Third Party Payments,Private Contractors,GLASDON U.K. LTD,23/07/2018,325
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Third Party Payments,Private Contractors,Midland Landscaping Ltd,02/07/2018,1020.81
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Supplies & Services,Sub Contractors,Crestwood Environmental Ltd,04/07/2018,11334
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Supplies & Services,Materials,MADELEY PARISH COUNCIL ,31/07/2018,5580.29
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Supplies & Services,Materials,LAWLEY & OVERDALE P/C PRECEPT ,31/07/2018,14169.71
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Third Party Payments,TWS Contract,TELFORD & WREKIN SERVICES LTD,13/07/2018,792297.78
Customer & Neighbourhood Services,Neighbourhood & Environmental Services,Third Party Payments,TWS Contract,TELFORD & WREKIN SERVICES LTD,13/07/2018,801788.9
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Sampling & Analysis,Public Health England,02/07/2018,1063.42
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,24/07/2018,180
Customer & Neighbourhood Services,Public Protection,Transport-Related Expenditure,"Fees, Plating / Mot's",VIP-SYSTEMS LIMITED,23/07/2018,231.41
Customer & Neighbourhood Services,Public Protection,Transport-Related Expenditure,"Fees, Plating / Mot's",VIP-SYSTEMS LIMITED,30/07/2018,420.22
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Printing - Other,REDACTED PERSONAL ,26/07/2018,136
Customer & Neighbourhood Services,Public Protection,Supplies & Services,Advertising,CIEH,01/08/2018,750
