Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Commercial Services,Sport & Leisure,Supplies & Services,Protective Clothing,IMAGE@WORK LTD,27/02/2018,155.4
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,107.21
Commercial Services,Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,14/02/2018,679.63
Commercial Services,Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,14/02/2018,1736.52
Commercial Services,Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,05/02/2018,674.91
Commercial Services,Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,05/02/2018,1712.1
Commercial Services,Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,23/02/2018,1733.58
Commercial Services,Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,23/02/2018,679.63
Commercial Services,Sport & Leisure,Supplies & Services,EEC Whole Milk,JOHAL DAIRIES,27/02/2018,416.36
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,237.66
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,26/02/2018,137.78
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,134.45
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,120.95
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,198.71
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,124.53
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,179.32
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,26/02/2018,289.02
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,26/02/2018,131.42
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,26/02/2018,300.95
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,119.52
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,166.66
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,103.94
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,114.23
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,200.28
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,110.8
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,105.06
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,175.69
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,196.33
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,210.93
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,125.12
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,137.63
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,139.65
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,274.52
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,106.93
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,104.26
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,239.42
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,168.38
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,109.04
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,201.3
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,140.89
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,162.89
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,136.45
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,102.35
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,338.63
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,131.29
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,133.77
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,159.73
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,147.08
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,197.27
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,249.57
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,238.77
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,375.2
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,253.34
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,113.75
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,236.68
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,226.59
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,285.41
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,224.21
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,234.39
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,165.1
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,121.95
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,167.7
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,161.62
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,465.69
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,110.09
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,172.91
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,158.62
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,112.92
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,149.49
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,301.15
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,142.37
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,186.14
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,128.45
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,231.18
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,245.84
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,346.83
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,127.42
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,251.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,172.5
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,213.68
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,123.17
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,104.01
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,118.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,179.78
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,442.43
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,126.87
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,136.11
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,148.35
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,158.01
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,314.43
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,130.23
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,162.75
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,160.82
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,138.87
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,171.16
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,244.03
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,353.67
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,141.13
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,119.78
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,102.84
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,119.34
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,178.93
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,121.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,227.64
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,283.36
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,143.76
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,168.94
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,352.03
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,20/02/2018,124.68
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,148.51
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,149.86
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,224.65
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,142.34
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,300.85
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,174.29
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,244.4
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,186.71
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,286.94
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,104.76
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,168.11
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,169.05
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,201.13
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,185.48
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,130.93
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,234.32
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,255.54
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,337.29
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,285.37
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,211.64
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,108.57
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,207.15
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,345.33
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,124.24
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,258.04
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,178.86
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,228.9
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,208.04
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,231.87
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,264.93
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,258.31
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,167.48
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,101.67
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,161.77
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,137.11
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,124.6
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,179.23
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,330.18
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,162.43
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,175.69
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,144.98
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,212.56
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,310.71
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,118.62
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,128.82
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,103.55
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,169.99
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,151.33
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,147.49
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,273.36
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,125.33
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,105.39
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,106.53
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,236.71
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,119.73
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,218.61
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,214.09
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,316.1
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,329.17
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,196.77
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,184.08
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,256.94
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,229.99
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,109.17
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,115.61
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,206.72
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,393.61
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,192.64
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,255.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,329.97
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,120.69
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,174.15
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,471.07
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,132.88
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,116.42
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,404.14
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,334.4
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,362.02
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,420.43
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,210.05
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,857.52
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,131.67
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,125.41
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,316.6
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,142.91
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,194.71
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,100.56
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,153.09
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,345.75
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,239.4
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,113.95
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,111.5
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,307.97
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,229.88
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,148.52
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,12/02/2018,126.53
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,126.52
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,189.57
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,148.88
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,277.92
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,125.73
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,122.06
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,170.01
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,138.59
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,140.28
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,132.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,568.42
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,224.93
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,137.46
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,141.32
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,197.43
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,393.09
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,270.7
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,249.52
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,215.17
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,476.71
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,189.63
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,143.49
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,213.88
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,344.14
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,277.96
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,192.19
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,102.46
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,153.14
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,113.48
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,279.63
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,147.44
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,131.93
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,234.12
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,109.54
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,200.43
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,135.43
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,222.38
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,227.19
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,148.24
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,229.74
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,320.92
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,303.25
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,209.62
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,211.83
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,100.23
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,139.14
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,114.57
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,153.49
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,329.09
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,136.19
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,135.77
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,206.35
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,103.33
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,130.46
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,275.66
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,261.14
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,115.82
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,195.59
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,122.65
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,124.53
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,172.58
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,385.86
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,132.16
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,199
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,140.44
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,146.72
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,175.72
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,109.27
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,280.5
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,117.64
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,133.94
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,118.32
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,313.88
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,324.37
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,127.45
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,160.23
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,289.79
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,281.97
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,308.14
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,201.21
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,128.23
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,159.49
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,143
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,238.15
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,223.96
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,180.35
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,186.77
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,214.42
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,256.41
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,122.17
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,183.19
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,283.69
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,300.43
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,Bikold,06/02/2018,429.85
Commercial Services,Sport & Leisure,Supplies & Services,Crockery/Hardware/Light Equip,Reacted Personal Information,27/02/2018,112.9
Commercial Services,Sport & Leisure,Supplies & Services,Crockery/Hardware/Light Equip,Reacted Personal Information,27/02/2018,112.9
Commercial Services,Sport & Leisure,Supplies & Services,Crockery/Hardware/Light Equip,ARROW COUNTY SUPPLIES,23/02/2018,144.4
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,PASTA KING (UK) LIMITED,23/02/2018,120
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,PASTA KING (UK) LIMITED,23/02/2018,120
Commercial Services,Sport & Leisure,Supplies & Services,Provisions,ROWLANDS & COMPANY,20/02/2018,128.91
