Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,18/09/2013,3380.86,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,18/09/2013,3077.99,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,18/09/2013,5900,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,18/09/2013,-456.4,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,18/09/2013,-2125.2,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,16/09/2013,5310,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,16/09/2013,5900,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,By The Bridge,16/09/2013,4026.64,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,By The Bridge,16/09/2013,4585.71,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,16/09/2013,3520.71,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,REGIONAL FOSTER PLACEMENTS,09/09/2013,3449.99,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,23/09/2013,5514.84,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,23/09/2013,5336.94,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,23/09/2013,4177.8,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,23/09/2013,4317.06,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,23/09/2013,5514.84,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,23/09/2013,4317.06,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,16/09/2013,3722.4,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,16/09/2013,3661.3,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Childcare Bureau,24/09/2013,3997.5,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,24/09/2013,895,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,16/09/2013,2576.9,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,16/09/2013,6200,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NEXUS FOSTERING,16/09/2013,3693,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,16/09/2013,3419.92,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,16/09/2013,6642.99,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,16/09/2013,3419.92,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,16/09/2013,4435.5,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,17/09/2013,2767.86,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,10/09/2013,3412,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,10/09/2013,3412,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,12/09/2013,1474.57,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,25/09/2013,3399.6,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,25/09/2013,198.8,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,25/09/2013,3402.86,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,25/09/2013,895,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PATHWAY CARE LTD,25/09/2013,2499.25,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,25/09/2013,3720,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3380.86,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3520.71,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3244.32,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,11/09/2013,2225.8,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3346.36,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,11/09/2013,3233.3,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3344.68,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,2932.6,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3449.86,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3210.71,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3344.68,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3450.3,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3277.81,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3346.36,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,11/09/2013,3520.71,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,27/09/2013,3160.26,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,27/09/2013,5310,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,27/09/2013,3334.18,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,27/09/2013,3423,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,27/09/2013,2950.74,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,27/09/2013,3423,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,02/09/2013,5310,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,02/09/2013,145.57,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,02/09/2013,3512.92,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,02/09/2013,2611.44,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,02/09/2013,5900,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,02/09/2013,5310,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,Residential Expenditure,CORE ASSETS FOSTERING LIMITED,30/09/2013,553.38,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,30/09/2013,2527.2,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,02/09/2013,5900,
Children's Safeguarding,Children in Care & Fostering,JPAM,Supplies & Services,Registration / Licence Fees,OFSTED,11/09/2013,1161.75,
Children's Safeguarding,Children in Care & Fostering,JPAM,Supplies & Services,Advertising,BAAF REGISTERED CHARITY,11/09/2013,960,
Children's Safeguarding,Children in Care & Fostering,JPAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,PYRAMID SCHOOLS (HADLEY) LTD,04/09/2013,199.03,
Children's Safeguarding,Children in Care & Fostering,JPAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,PYRAMID SCHOOLS (HADLEY) LTD,04/09/2013,817.7,
Children's Safeguarding,Children in Care & Fostering,JPAN,Premises-Related Expenditure,R&M -Buildings DLO Charge,PYRAMID SCHOOLS (HADLEY) LTD,04/09/2013,155.93,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,03/09/2013,3424.2,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SUNFIELD CHILDRENS HOMES LTD,03/09/2013,15691.17,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,03/09/2013,850,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,03/09/2013,1700,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,NEW HORIZONS (STOCKPORT) LTD,03/09/2013,15785.71,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SACCS CARE LTD,05/09/2013,20477.67,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Wrixon Care Escorts and Outreach,05/09/2013,545.7,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SUNFIELD CHILDRENS HOMES LTD,05/09/2013,13831.5,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Wrixon Care Escorts and Outreach,05/09/2013,1130.75,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,16/09/2013,11314.2,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,23/09/2013,10297.36,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ST HELENS COUNCIL,09/09/2013,18602.79,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,16/09/2013,10714.2,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYSS LTD,16/09/2013,8405.1,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYSS LTD,16/09/2013,8405.1,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,PROGRESS CHILDREN'S SERVICES LTD,16/09/2013,13740,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,25/09/2013,13975,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,25/09/2013,12500,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,25/09/2013,10000,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,25/09/2013,12952.5,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,25/09/2013,8928.57,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,25/09/2013,13064.33,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,25/09/2013,9498.5,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,02/09/2013,6476.25,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,02/09/2013,5612.75,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYSS LTD,02/09/2013,8685.27,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYSS LTD,02/09/2013,8685.27,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SUNFIELD CHILDRENS HOMES LTD,30/09/2013,13831.5,
Co-Operative Council,Community Engagement & Voluntary Sector,MCAB,Supplies & Services,Translation Services,VISS LTD,12/09/2013,140,
Co-Operative Council,Corporate Communications,MMAB,Supplies & Services,Community Newspaper,PRECISION COLOUR PRINTING,11/09/2013,5062,
Co-Operative Council,Corporate Communications,MMAB,Supplies & Services,Photography,METRO PHOTOGRAPHIC,16/09/2013,450,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,TSL EDUCATION LIMITED,16/09/2013,607.5,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,TSL EDUCATION LIMITED,16/09/2013,809.1,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,30/09/2013,563.4,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,18/09/2013,630,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,18/09/2013,433.11,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,ORION MEDIA,04/09/2013,400,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,REED BUSINESS INFORMATION LTD,04/09/2013,2152.5,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,18/09/2013,157.5,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,18/09/2013,765.45,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,ORION MEDIA,19/09/2013,1500,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,Huge Media Advertising Ltd,19/09/2013,960,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/09/2013,390.28,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,19/09/2013,328.05,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,16/09/2013,325.68,
