Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire,NSL t/a NSL CARE SERVICES,30/05/2013,133.68,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,M & B MINIBUSES LTD,10/05/2013,2160,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS TRAVEL,24/05/2013,1526.4,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,10/05/2013,1466.88,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,ULTIMATE TAXIS LTD,20/05/2013,1440,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,KLM TRAVEL,03/05/2013,1356,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,17/05/2013,1331.76,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,17/05/2013,1272.96,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS TRAVEL,24/05/2013,1140,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS TRAVEL,24/05/2013,1140,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,10/05/2013,1128,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,10/05/2013,1068,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,SHAWS TRAVEL LTD,10/05/2013,984,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,17/05/2013,836,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,DIAMOND CARS (TELFORD) LTD,17/05/2013,816,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,EXPRESS TRAVEL,24/05/2013,720,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Contract Hire - Mini Bus,ULTIMATE TAXIS LTD,20/05/2013,480.02,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION,08/05/2013,292.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION,02/05/2013,218.4,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION,17/05/2013,195.9,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION,29/05/2013,175.39,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION,08/05/2013,160.56,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION,02/05/2013,152.88,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION,13/05/2013,146.83,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION,08/05/2013,131.04,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION,08/05/2013,118.3,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Parents Reimbursements,REDACTED PERSONAL INFORMATION,29/05/2013,100.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Subsidised Routes,TELFORD & WREKIN CVS,13/05/2013,763.4,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHROPSHIRE COUNCIL,31/05/2013,3368.55,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,AT BROWN (COACHES) LTD,29/05/2013,2576.25,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,1896,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,1788,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,07/05/2013,1623.51,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,1382.99,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,1199.52,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,20/05/2013,948,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,925.2,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,867,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,23/05/2013,856.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DUDLEY M B,24/05/2013,784,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,771.12,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,762.96,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,754.74,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,734.4,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,720,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,678.3,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHROPSHIRE COUNCIL,31/05/2013,632.4,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,30/05/2013,630,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,624,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,30/05/2013,616.98,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,586.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,28/05/2013,578,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,553.68,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,544,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,514.08,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,30/05/2013,500,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,490,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,29/05/2013,433.42,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,417.76,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,28/05/2013,416.16,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,415.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,414.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,01/05/2013,411.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,386.88,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,02/05/2013,379,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,373.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,370,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,368,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,30/05/2013,360,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,359.48,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,347.6,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,28/05/2013,339.43,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,02/05/2013,336,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,336,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,324,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,314.16,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,07/05/2013,300,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,293.76,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,293.4,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,292.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,285.6,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,01/05/2013,285,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,24/05/2013,285,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,SHAWS TRAVEL LTD,10/05/2013,285,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,24/05/2013,280,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,20/05/2013,280,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,274.05,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,271.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,271.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,271.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,271.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,268.4,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,02/05/2013,264.18,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,264.18,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,264.18,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,264,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,260,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,17/05/2013,257.76,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,257.6,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,257.04,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,257.04,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,257.04,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,257.04,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,250,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,249.9,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,249.9,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,246.96,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,245.31,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,244.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,20/05/2013,244.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,ULTIMATE TAXIS LTD,20/05/2013,244.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,242.76,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,242.76,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,240,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,235.62,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,235.62,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CT,01/05/2013,234.09,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,233.45,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,230.58,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,228.48,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,28/05/2013,224,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,222.87,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,24/05/2013,222.2,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,221.34,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,221.28,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,29/05/2013,221.28,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,220.32,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,220,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,219.24,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,216,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,215.36,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,02/05/2013,215,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,214.2,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,214.2,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,212.8,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,211.36,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,210,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,208.56,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,208.08,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,207.06,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,203,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CT,01/05/2013,202.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,01/05/2013,200,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,199.92,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,197.64,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,196.56,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,196,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,195.84,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,192.78,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,192.78,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,30/05/2013,192.56,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,185.64,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,185.04,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,180.09,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,178.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,178.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,178.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,178.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,178.5,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,28/05/2013,177.33,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,DIAMOND CARS (TELFORD) LTD,17/05/2013,174.2,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,28/05/2013,174,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,173.28,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,NSL t/a NSL CARE SERVICES,28/05/2013,173,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,24/05/2013,171.36,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,01/05/2013,171.36,
Family & Cohesion Services,"Placements, Commissioning & Transport",ETAE,Transport-Related Expenditure,Taxi Costs,CENTRAL TAXIS LTD SHREWSBURY,07/05/2013,171.36,
